REGION,NOM_REGION,PROVINCIA,NOM_PROVIN,COMUNA,NOM_COMUNA,DISTRITO,LOC_ZON,ENT_MAN,CATEGORIA,NOM_CATEGO,MANZENT_I,TOTAL_PERS,TOTAL_VIVI,SHAPE_Leng,SHAPE_Area,xcoord,ycoord
"8",REGIÓN DEL BIOBÍO,"82",ARAUCO,"8207",TIRÚA,"3","1","70","2",PB,"8207031001070","49","13",0.00349705292,0.00000072563,-73.49291,-38.34421
"8",REGIÓN DEL BIOBÍO,"82",ARAUCO,"8207",TIRÚA,"3","1","69","2",PB,"8207031001069","6","8",0.00259210418,0.00000037109,-73.49194,-38.34417
"8",REGIÓN DEL BIOBÍO,"82",ARAUCO,"8207",TIRÚA,"3","1","36","2",PB,"8207031001036","215","83",0.02696112601,0.00001267874,-73.48524,-38.33930
"8",REGIÓN DEL BIOBÍO,"82",ARAUCO,"8207",TIRÚA,"3","1","72","2",PB,"8207031001072","17","2",0.02590758504,0.00001324542,-73.49579,-38.34261
"8",REGIÓN DEL BIOBÍO,"82",ARAUCO,"8207",TIRÚA,"3","1","1","2",PB,"8207031001001","47","14",0.01785594499,0.00001167687,-73.49298,-38.33639
"8",REGIÓN DEL BIOBÍO,"82",ARAUCO,"8207",TIRÚA,"3","1","500","2",PB,"8207031001500","114","50",0.03679936461,0.00001500481,-73.48765,-38.33631
"8",REGIÓN DEL BIOBÍO,"82",ARAUCO,"8207",TIRÚA,"3","1","501","2",PB,"8207031001501","91","30",0.01314924753,0.00000597711,-73.49070,-38.33684
"8",REGIÓN DEL BIOBÍO,"82",ARAUCO,"8207",TIRÚA,"2","1","6","2",PB,"8207021001006","151","108",0.03746494541,0.00001957247,-73.47699,-38.24512
"8",REGIÓN DEL BIOBÍO,"82",ARAUCO,"8207",TIRÚA,"2","1","5","2",PB,"8207021001005","14","7",0.03718859518,0.00001615637,-73.48263,-38.24569
"8",REGIÓN DEL BIOBÍO,"82",ARAUCO,"8207",TIRÚA,"2","1","1","2",PB,"8207021001001","46","13",0.00488817217,0.00000128413,-73.49190,-38.24678
"8",REGIÓN DEL BIOBÍO,"82",ARAUCO,"8207",TIRÚA,"2","1","3","2",PB,"8207021001003","65","25",0.00486595584,0.00000142415,-73.49076,-38.24818
"8",REGIÓN DEL BIOBÍO,"82",ARAUCO,"8207",TIRÚA,"2","1","2","2",PB,"8207021001002","26","18",0.00405426663,0.00000088882,-73.49150,-38.24758
"8",REGIÓN DEL BIOBÍO,"82",ARAUCO,"8207",TIRÚA,"2","1","13","2",PB,"8207021001013","28","17",0.00719568055,0.00000279478,-73.48862,-38.24953
"8",REGIÓN DEL BIOBÍO,"82",ARAUCO,"8207",TIRÚA,"2","1","14","2",PB,"8207021001014","19","9",0.01315225820,0.00000340331,-73.49035,-38.25068
"8",REGIÓN DEL BIOBÍO,"82",ARAUCO,"8207",TIRÚA,"2","1","21","2",PB,"8207021001021","29","17",0.00448187751,0.00000089440,-73.48742,-38.25121
"8",REGIÓN DEL BIOBÍO,"82",ARAUCO,"8207",TIRÚA,"2","1","19","2",PB,"8207021001019","35","12",0.00272786202,0.00000037196,-73.48552,-38.25069
"8",REGIÓN DEL BIOBÍO,"82",ARAUCO,"8207",TIRÚA,"2","1","22","2",PB,"8207021001022","29","10",0.00312956510,0.00000047177,-73.48632,-38.25134
"8",REGIÓN DEL BIOBÍO,"82",ARAUCO,"8207",TIRÚA,"2","1","23","2",PB,"8207021001023","25","7",0.00255483942,0.00000028364,-73.48532,-38.25110
"8",REGIÓN DEL BIOBÍO,"82",ARAUCO,"8207",TIRÚA,"2","1","24","2",PB,"8207021001024","0","1",0.00114860951,0.00000007736,-73.48486,-38.25128
"8",REGIÓN DEL BIOBÍO,"82",ARAUCO,"8207",TIRÚA,"2","1","25","2",PB,"8207021001025","21","9",0.00356331925,0.00000029449,-73.48573,-38.25154
"8",REGIÓN DEL BIOBÍO,"82",ARAUCO,"8207",TIRÚA,"2","1","27","2",PB,"8207021001027","46","17",0.01949480133,0.00000717383,-73.48711,-38.25237
"8",REGIÓN DEL BIOBÍO,"82",ARAUCO,"8207",TIRÚA,"2","1","12","2",PB,"8207021001012","11","6",0.00598873906,0.00000231231,-73.48690,-38.24843
"8",REGIÓN DEL BIOBÍO,"82",ARAUCO,"8207",TIRÚA,"2","1","15","2",PB,"8207021001015","93","34",0.00887216700,0.00000181439,-73.48762,-38.24998
"8",REGIÓN DEL BIOBÍO,"82",ARAUCO,"8207",TIRÚA,"2","1","18","2",PB,"8207021001018","163","67",0.02008692656,0.00000398266,-73.48480,-38.24953
