,Unnamed: 0,index,REGION,PROVINCIA,COMUNA,DC,AREA,ZC_LOC,MZ_ENT,ID_ZONA_LOC,ID_MANZENT,PERSONAS,HOMBRES,MUJERES,EDAD_0A5,EDAD_6A14,EDAD_15A64,EDAD_65YMAS,INMIGRANTES,PUEBLO,VIV_PART,VIV_COL,VPOMP,TOTAL_VIV,CANT_HOG,P01_1,P01_2,P01_3,P01_4,P01_5,P01_6,P01_7,P03A_1,P03A_2,P03A_3,P03A_4,P03A_5,P03A_6,P03B_1,P03B_2,P03B_3,P03B_4,P03B_5,P03B_6,P03B_7,P03C_1,P03C_2,P03C_3,P03C_4,P03C_5,MATACEP,MATREC,MATIRREC,P05_1,P05_2,P05_3,P05_4,REGION_15R,PROVINCIA_15R,COMUNA_15R,ID_MANZENT_15R,Coordenada X,Coordenada Y,Provincia Nombre,Comuna Nombre,Area
4919,4919,4920,8,81,8102,11,1,16,8,2861,8102111016008,71,31,40,8,15,44,4,0,9,23,0,21,23,21,23,0,0,0,0,0,0,1,20,0,0,0,0,1,0,20,0,0,0,0,21,0,0,0,0,21,0,0,21,0,0,0,8,81,8102,8102111016008,-73.14884,-36.98512,CONCEPCIÓN,CORONEL,2725
4920,4920,4921,8,81,8102,11,1,12,45,14610,8102111012045,26,13,13,0,0,19,0,0,0,20,0,11,20,11,20,0,0,0,0,0,0,0,11,0,0,0,0,0,0,11,0,0,0,0,10,0,1,0,0,10,1,0,11,0,0,0,8,81,8102,8102111012045,-73.14171,-36.99286,CONCEPCIÓN,CORONEL,3086
4921,4921,4922,8,81,8102,11,1,12,40,14610,8102111012040,48,20,28,9,7,32,0,0,9,18,0,14,18,14,18,0,0,0,0,0,0,0,14,0,0,0,0,1,3,10,0,0,0,0,14,0,0,0,0,14,0,0,14,0,0,0,8,81,8102,8102111012040,-73.14272,-36.99187,CONCEPCIÓN,CORONEL,13923
4922,4922,4923,8,81,8102,11,1,12,39,14610,8102111012039,28,16,12,4,4,20,0,0,0,16,0,12,16,12,16,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,12,0,0,0,0,12,0,0,12,0,0,0,8,81,8102,8102111012039,-73.14278,-36.99073,CONCEPCIÓN,CORONEL,1789
4923,4923,4924,8,81,8102,11,1,12,51,14610,8102111012051,25,12,13,4,0,18,0,0,0,18,0,10,18,10,18,0,0,0,0,0,0,3,7,0,0,0,0,2,0,8,0,0,0,0,6,0,4,0,0,6,4,0,9,0,0,1,8,81,8102,8102111012051,-73.1402,-36.99321,CONCEPCIÓN,CORONEL,2478
4924,4924,4925,8,81,8102,11,1,12,50,14610,8102111012050,75,29,46,15,0,50,0,0,4,28,0,26,28,27,28,0,0,0,0,0,0,6,20,0,0,0,0,17,0,9,0,0,0,0,25,0,1,0,0,25,1,0,26,0,0,0,8,81,8102,8102111012050,-73.14036,-36.99287,CONCEPCIÓN,CORONEL,2816
4925,4925,4926,8,81,8102,11,1,12,49,14610,8102111012049,67,34,33,0,13,42,0,0,10,28,0,24,28,24,28,0,0,0,0,0,0,11,13,0,0,0,0,0,0,24,0,0,0,0,24,0,0,0,0,24,0,0,24,0,0,0,8,81,8102,8102111012049,-73.14034000000002,-36.99256,CONCEPCIÓN,CORONEL,3009
4926,4926,4927,8,81,8102,11,1,12,44,14610,8102111012044,24,8,16,0,0,18,0,0,4,20,0,12,20,12,20,0,0,0,0,0,0,2,10,0,0,0,0,3,0,9,0,0,0,0,12,0,0,0,0,12,0,0,12,0,0,0,8,81,8102,8102111012044,-73.14171999999998,-36.99247,CONCEPCIÓN,CORONEL,2122
4927,4927,4928,8,81,8102,11,1,12,48,14610,8102111012048,61,27,34,12,0,38,0,0,5,26,0,22,26,22,26,0,0,0,0,0,0,0,22,0,0,0,0,1,1,20,0,0,0,0,22,0,0,0,0,22,0,0,22,0,0,0,8,81,8102,8102111012048,-73.14031,-36.99224,CONCEPCIÓN,CORONEL,2964
4928,4928,4929,8,81,8102,11,1,12,43,14610,8102111012043,26,15,11,5,4,17,0,0,0,20,0,10,20,10,20,0,0,0,0,0,0,0,10,0,0,0,0,4,0,6,0,0,0,0,10,0,0,0,0,10,0,0,10,0,0,0,8,81,8102,8102111012043,-73.14169,-36.99216,CONCEPCIÓN,CORONEL,2084
4929,4929,4930,8,81,8102,11,1,12,47,14610,8102111012047,54,28,26,10,4,40,0,0,8,20,0,18,20,18,20,0,0,0,0,0,0,1,17,0,0,0,0,0,0,18,0,0,0,0,17,0,1,0,0,17,1,0,18,0,0,0,8,81,8102,8102111012047,-73.14045,-36.99193,CONCEPCIÓN,CORONEL,1998
4930,4930,4931,8,81,8102,11,1,12,42,14610,8102111012042,26,10,16,8,0,14,0,0,5,20,0,8,20,8,20,0,0,0,0,0,0,2,5,1,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,8,0,0,8,0,0,0,8,81,8102,8102111012042,-73.14166999999998,-36.99184,CONCEPCIÓN,CORONEL,2216
4931,4931,4932,8,81,8102,11,1,12,41,14610,8102111012041,36,17,19,9,7,20,0,0,0,20,0,11,20,11,20,0,0,0,0,0,0,2,9,0,0,0,0,2,0,9,0,0,0,0,11,0,0,0,0,11,0,0,11,0,0,0,8,81,8102,8102111012041,-73.14163,-36.99153,CONCEPCIÓN,CORONEL,2077
4932,4932,4933,8,81,8102,11,1,12,500,14610,8102111012500,716,364,352,100,106,500,10,17,86,297,1,222,298,223,297,0,0,0,0,0,0,41,174,5,1,0,1,12,1,209,0,0,0,0,203,0,17,0,0,201,18,1,211,11,0,0,8,81,8102,8102111012500,-73.13904000000002,-36.98849000000001,CONCEPCIÓN,CORONEL,1345257
4933,4933,4934,8,81,8102,11,1,12,10,14610,8102111012010,88,38,50,0,14,58,0,0,8,31,0,27,31,27,31,0,0,0,0,0,0,10,17,0,0,0,0,4,0,23,0,0,0,0,25,0,1,0,0,25,1,0,27,0,0,0,8,81,8102,8102111012010,-73.14094,-36.9729,CONCEPCIÓN,CORONEL,6681
4934,4934,4935,8,81,8102,11,1,12,18,14610,8102111012018,11,0,0,0,0,8,0,0,0,4,0,4,4,4,4,0,0,0,0,0,0,3,1,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,8,81,8102,8102111012018,-73.14114000000002,-36.97327,CONCEPCIÓN,CORONEL,2907
4935,4935,4936,8,81,8102,11,1,12,17,14610,8102111012017,168,73,95,35,0,112,0,0,24,54,0,49,54,50,54,0,0,0,0,0,0,33,16,0,0,0,0,4,0,45,0,0,0,0,47,0,1,0,0,47,1,0,49,0,0,0,8,81,8102,8102111012017,-73.14124,-36.97353,CONCEPCIÓN,CORONEL,9880
4936,4936,4937,8,81,8102,11,1,12,21,14610,8102111012021,189,90,99,0,42,117,0,4,10,54,0,50,54,50,54,0,0,0,0,0,0,4,46,0,0,0,0,2,0,48,0,0,0,0,48,0,2,0,0,48,2,0,50,0,0,0,8,81,8102,8102111012021,-73.14158,-36.97422,CONCEPCIÓN,CORONEL,9922
4937,4937,4938,8,81,8102,11,1,12,26,14610,8102111012026,24,11,13,0,0,0,0,0,0,10,0,9,10,9,10,0,0,0,0,0,0,1,8,0,0,0,0,0,1,8,0,0,0,0,9,0,0,0,0,9,0,0,9,0,0,0,8,81,8102,8102111012026,-73.14171999999998,-36.97447,CONCEPCIÓN,CORONEL,2921
4938,4938,4939,8,81,8102,11,1,12,27,14610,8102111012027,114,54,60,24,16,68,6,0,9,36,0,32,36,32,36,0,0,0,0,0,0,3,29,0,0,0,0,0,0,32,0,0,0,0,30,0,2,0,0,30,2,0,32,0,0,0,8,81,8102,8102111012027,-73.14188,-36.97485,CONCEPCIÓN,CORONEL,6548
4939,4939,4940,8,81,8102,11,1,12,32,14610,8102111012032,116,56,60,19,14,77,6,0,20,44,0,41,44,41,44,0,0,0,0,0,0,4,37,0,0,0,0,0,0,41,0,0,0,0,28,0,13,0,0,28,13,0,41,0,0,0,8,81,8102,8102111012032,-73.14198,-36.97534,CONCEPCIÓN,CORONEL,8062
4940,4940,4941,8,81,8102,11,1,12,33,14610,8102111012033,33,16,17,6,0,21,0,0,7,10,0,10,10,10,10,0,0,0,0,0,0,1,9,0,0,0,0,1,0,8,0,0,1,0,8,0,2,0,0,7,2,1,10,0,0,0,8,81,8102,8102111012033,-73.14226,-36.97558,CONCEPCIÓN,CORONEL,2822
4941,4941,4942,8,81,8102,11,1,12,30,14610,8102111012030,84,39,45,17,0,55,0,0,9,35,0,29,35,29,35,0,0,0,0,0,0,1,28,0,0,0,0,4,0,25,0,0,0,0,27,0,2,0,0,27,2,0,29,0,0,0,8,81,8102,8102111012030,-73.1404,-36.97583,CONCEPCIÓN,CORONEL,7290
4942,4942,4943,8,81,8102,11,1,12,29,14610,8102111012029,127,61,66,29,0,80,0,0,18,44,0,39,44,39,44,0,0,0,0,0,0,7,31,1,0,0,0,3,0,36,0,0,0,0,38,0,1,0,0,38,1,0,39,0,0,0,8,81,8102,8102111012029,-73.14021,-36.97521,CONCEPCIÓN,CORONEL,9298
4943,4943,4944,8,81,8102,11,1,12,20,14610,8102111012020,91,45,46,15,0,61,0,0,4,30,0,27,30,27,30,0,0,0,0,0,0,10,17,0,0,0,0,4,0,23,0,0,0,0,27,0,0,0,0,27,0,0,27,0,0,0,8,81,8102,8102111012020,-73.13991999999998,-36.97461,CONCEPCIÓN,CORONEL,5931
4944,4944,4945,8,81,8102,11,1,12,19,14610,8102111012019,97,47,50,0,20,59,0,0,12,29,0,26,29,26,29,0,0,0,0,0,0,9,17,0,0,0,0,1,0,25,0,0,0,0,25,0,1,0,0,25,1,0,26,0,0,0,8,81,8102,8102111012019,-73.1397,-36.97414000000001,CONCEPCIÓN,CORONEL,5966
4945,4945,4946,8,81,8102,11,1,12,9,14610,8102111012009,105,51,54,18,0,73,0,0,11,37,0,35,37,35,37,0,0,0,0,0,0,13,21,1,0,0,0,11,0,24,0,0,0,0,32,0,3,0,0,32,3,0,35,0,0,0,8,81,8102,8102111012009,-73.13951999999998,-36.97344,CONCEPCIÓN,CORONEL,7187
4946,4946,4947,8,81,8102,11,1,12,8,14610,8102111012008,38,18,20,10,0,22,0,0,0,14,0,12,14,12,14,0,0,0,0,0,0,3,3,6,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,12,0,0,12,0,0,0,8,81,8102,8102111012008,-73.13929,-36.97383,CONCEPCIÓN,CORONEL,3754
4947,4947,4948,8,81,8102,11,1,12,805,14610,8102111012805,63,31,32,12,0,44,0,0,11,34,0,22,34,22,34,0,0,0,0,0,0,22,0,0,0,0,0,0,0,22,0,0,0,0,22,0,0,0,0,22,0,0,22,0,0,0,8,81,8102,8102111012805,-73.13597,-36.9766,CONCEPCIÓN,CORONEL,919590
4948,4948,4949,8,81,8102,11,1,12,36,14610,8102111012036,368,183,185,57,63,237,11,0,41,136,0,118,136,120,135,0,0,0,0,0,1,10,101,3,2,0,1,3,0,112,0,0,2,0,81,0,36,0,0,77,38,2,113,4,1,0,8,81,8102,8102111012036,-73.14556999999998,-36.97798,CONCEPCIÓN,CORONEL,610175
4949,4949,4950,8,81,8102,11,1,12,6,14610,8102111012006,394,191,203,58,66,250,20,0,60,140,0,129,140,130,140,0,0,0,0,0,0,25,103,1,0,0,0,8,0,119,0,0,1,0,127,0,2,0,0,125,2,1,128,1,0,0,8,81,8102,8102111012006,-73.14249000000002,-36.96924,CONCEPCIÓN,CORONEL,572357
4950,4950,4951,8,81,8102,11,1,11,21,6992,8102111011021,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,81,8102,8102111011021,-73.15538000000002,-37.0014,CONCEPCIÓN,CORONEL,920
4951,4951,4952,8,81,8102,11,1,11,25,6992,8102111011025,161,79,82,0,42,90,0,0,12,53,0,42,53,42,53,0,0,0,0,0,0,0,1,37,3,1,0,0,0,42,0,0,0,0,42,0,0,0,0,38,4,0,42,0,0,0,8,81,8102,8102111011025,-73.15489000000002,-37.00352,CONCEPCIÓN,CORONEL,5794
4952,4952,4953,8,81,8102,11,1,9,11,6495,8102111009011,102,45,57,14,13,70,5,0,8,33,0,33,33,33,33,0,0,0,0,0,0,0,11,22,0,0,0,0,0,33,0,0,0,0,31,1,0,1,0,31,2,0,33,0,0,0,8,81,8102,8102111009011,-73.15160999999998,-37.00059,CONCEPCIÓN,CORONEL,5257
4953,4953,4954,8,81,8102,11,1,9,16,6495,8102111009016,88,39,49,12,19,57,0,0,13,28,0,25,28,25,28,0,0,0,0,0,0,0,1,23,1,0,0,11,0,14,0,0,0,0,23,1,1,0,0,22,3,0,25,0,0,0,8,81,8102,8102111009016,-73.15049,-37.00138,CONCEPCIÓN,CORONEL,2601
4954,4954,4955,8,81,8102,11,1,9,14,6495,8102111009014,162,81,81,0,32,103,0,0,15,54,0,52,54,52,54,0,0,0,0,0,0,0,1,50,1,0,0,5,0,47,0,0,0,0,50,2,0,0,0,49,3,0,50,0,0,0,8,81,8102,8102111009014,-73.14969,-37.00149,CONCEPCIÓN,CORONEL,7481
4955,4955,4956,8,81,8102,11,1,9,10,6495,8102111009010,9,0,0,0,0,0,0,0,0,4,0,4,4,4,4,0,0,0,0,0,0,0,0,3,1,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,1,0,4,0,0,0,8,81,8102,8102111009010,-73.15156,-37.00039,CONCEPCIÓN,CORONEL,785
4956,4956,4957,8,81,8102,11,1,9,21,6495,8102111009021,26,13,13,0,0,18,0,0,0,12,0,11,12,11,12,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0,11,0,0,0,8,81,8102,8102111009021,-73.15167,-37.00162,CONCEPCIÓN,CORONEL,2749
4957,4957,4958,8,81,8102,11,1,9,17,6495,8102111009017,121,56,65,0,20,80,0,0,27,40,0,36,40,36,40,0,0,0,0,0,0,0,1,34,1,0,0,0,0,35,0,0,0,0,34,1,1,0,0,32,3,0,35,0,0,0,8,81,8102,8102111009017,-73.15162,-37.00117,CONCEPCIÓN,CORONEL,5651
4958,4958,4959,8,81,8102,11,1,9,13,6495,8102111009013,96,42,54,8,20,64,4,0,9,30,0,29,30,29,30,0,0,0,0,0,0,1,3,7,18,0,0,1,0,28,0,0,0,0,29,0,0,0,0,11,18,0,29,0,0,0,8,81,8102,8102111009013,-73.15046,-37.0007,CONCEPCIÓN,CORONEL,4133
4959,4959,4960,8,81,8102,11,1,9,15,6495,8102111009015,99,46,53,0,20,64,0,0,16,28,0,26,28,27,28,0,0,0,0,0,0,0,0,18,8,0,0,0,0,26,0,0,0,0,22,0,3,0,0,17,8,0,26,0,0,0,8,81,8102,8102111009015,-73.15046,-37.00108,CONCEPCIÓN,CORONEL,2702
4960,4960,4961,8,81,8102,11,1,9,24,6495,8102111009024,64,30,34,0,11,45,0,0,10,28,0,23,28,23,28,0,0,0,0,0,0,0,4,19,0,0,0,0,0,23,0,0,0,0,23,0,0,0,0,23,0,0,23,0,0,0,8,81,8102,8102111009024,-73.15168,-37.00192,CONCEPCIÓN,CORONEL,2848
4961,4961,4962,8,81,8102,11,1,9,26,6495,8102111009026,112,53,59,0,23,76,0,0,32,28,0,28,28,28,28,0,0,0,0,0,0,0,14,14,0,0,0,10,0,17,1,0,0,0,21,0,6,1,0,20,8,0,28,0,0,0,8,81,8102,8102111009026,-73.15172,-37.00223,CONCEPCIÓN,CORONEL,2842
4962,4962,4963,8,81,8102,11,1,9,23,6495,8102111009023,109,50,59,0,28,60,0,0,14,28,0,27,28,27,28,0,0,0,0,0,0,0,1,25,1,0,0,0,0,27,0,0,0,0,25,2,0,0,0,25,2,0,27,0,0,0,8,81,8102,8102111009023,-73.15053,-37.00199,CONCEPCIÓN,CORONEL,3003
4963,4963,4964,8,81,8102,11,1,9,30,6495,8102111009030,28,14,14,0,0,20,0,0,5,8,0,7,8,7,8,0,0,0,0,0,0,0,2,4,1,0,0,1,0,6,0,0,0,0,1,0,6,0,0,1,6,0,7,0,0,0,8,81,8102,8102111009030,-73.15257,-37.00286,CONCEPCIÓN,CORONEL,1301
4964,4964,4965,8,81,8102,11,1,9,29,6495,8102111009029,32,12,20,0,0,23,0,0,0,10,0,10,10,10,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0,10,0,0,0,8,81,8102,8102111009029,-73.15253,-37.00249,CONCEPCIÓN,CORONEL,842
4965,4965,4966,8,81,8102,11,1,9,25,6495,8102111009025,13,0,0,0,0,0,0,0,0,4,0,4,4,4,4,0,0,0,0,0,0,0,0,3,0,1,0,0,0,4,0,0,0,0,4,0,0,0,0,3,1,0,4,0,0,0,8,81,8102,8102111009025,-73.15239,-37.00187,CONCEPCIÓN,CORONEL,483
4966,4966,4967,8,81,8102,11,1,15,25,14789,8102111015025,24,9,15,0,0,17,0,0,6,8,0,8,8,8,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,8,0,0,8,0,0,0,8,81,8102,8102111015025,-73.14801999999997,-36.9973,CONCEPCIÓN,CORONEL,1543
4967,4967,4968,8,81,8102,11,1,15,26,14789,8102111015026,31,12,19,0,0,23,0,0,14,10,0,10,10,10,10,0,0,0,0,0,0,0,0,9,1,0,0,0,0,10,0,0,0,0,10,0,0,0,0,9,1,0,10,0,0,0,8,81,8102,8102111015026,-73.14804000000002,-36.9978,CONCEPCIÓN,CORONEL,1919
4968,4968,4969,8,81,8102,11,1,15,27,14789,8102111015027,36,18,18,0,4,28,0,0,0,14,0,10,14,10,14,0,0,0,0,0,0,1,0,9,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0,10,0,0,0,8,81,8102,8102111015027,-73.14699999999999,-36.99747,CONCEPCIÓN,CORONEL,2042
4969,4969,4970,8,81,8102,11,1,15,28,14789,8102111015028,28,12,16,0,0,20,0,0,0,11,0,11,11,11,11,0,0,0,0,0,0,1,0,10,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0,11,0,0,0,8,81,8102,8102111015028,-73.14703,-36.9978,CONCEPCIÓN,CORONEL,1602
4970,4970,4971,8,81,8102,11,1,15,30,14789,8102111015030,273,134,139,34,49,176,14,0,23,88,0,79,88,80,88,0,0,0,0,0,0,1,0,75,3,0,0,9,0,70,0,0,0,0,76,0,3,0,0,75,4,0,79,0,0,0,8,81,8102,8102111015030,-73.14783,-36.99895,CONCEPCIÓN,CORONEL,14157
4971,4971,4972,8,81,8102,11,1,15,32,14789,8102111015032,28,15,13,0,0,17,4,0,0,9,0,9,9,9,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,2,0,7,0,0,0,9,0,9,0,0,0,8,81,8102,8102111015032,-73.14806,-36.99897,CONCEPCIÓN,CORONEL,1243
4972,4972,4973,8,81,8102,11,1,15,33,14789,8102111015033,48,16,32,11,0,28,0,0,5,17,0,16,17,16,17,0,0,0,0,0,0,1,0,15,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,16,0,0,16,0,0,0,8,81,8102,8102111015033,-73.1483,-36.99968,CONCEPCIÓN,CORONEL,3044
4973,4973,4974,8,81,8102,11,1,15,14,14789,8102111015014,54,27,27,11,0,34,0,0,9,21,0,17,21,17,20,0,0,0,0,0,1,0,2,14,1,0,0,0,0,17,0,0,0,0,16,0,1,0,0,15,2,0,17,0,0,0,8,81,8102,8102111015014,-73.15103,-36.99511,CONCEPCIÓN,CORONEL,3333
4974,4974,4975,8,81,8102,11,1,15,23,14789,8102111015023,71,33,38,15,9,47,0,0,6,24,0,23,24,23,24,0,0,0,0,0,0,1,0,22,0,0,0,0,0,23,0,0,0,0,23,0,0,0,0,23,0,0,23,0,0,0,8,81,8102,8102111015023,-73.14992,-36.99513,CONCEPCIÓN,CORONEL,2940
4975,4975,4976,8,81,8102,11,1,15,22,14789,8102111015022,44,21,23,0,0,31,0,0,4,17,0,15,17,15,17,0,0,0,0,0,0,0,0,15,0,0,0,2,0,13,0,0,0,0,9,0,6,0,0,9,6,0,15,0,0,0,8,81,8102,8102111015022,-73.14993,-36.99547000000001,CONCEPCIÓN,CORONEL,3159
4976,4976,4977,8,81,8102,11,1,15,21,14789,8102111015021,74,35,39,13,12,49,0,0,11,28,0,23,28,23,28,0,0,0,0,0,0,0,0,22,1,0,0,1,0,22,0,0,0,0,19,1,2,1,0,19,4,0,23,0,0,0,8,81,8102,8102111015021,-73.14999,-36.99579,CONCEPCIÓN,CORONEL,2884
4977,4977,4978,8,81,8102,11,1,15,20,14789,8102111015020,80,36,44,20,6,54,0,0,0,32,0,27,32,27,31,0,0,0,1,0,0,0,0,26,1,0,0,0,0,27,0,0,0,0,12,0,13,2,0,11,16,0,27,0,0,0,8,81,8102,8102111015020,-73.15001,-36.99612,CONCEPCIÓN,CORONEL,3153
4978,4978,4979,8,81,8102,11,1,15,19,14789,8102111015019,62,37,25,12,0,41,0,0,0,22,0,22,22,22,22,0,0,0,0,0,0,0,0,22,0,0,0,0,0,20,0,0,2,0,22,0,0,0,0,20,0,2,22,0,0,0,8,81,8102,8102111015019,-73.15118000000002,-36.99606,CONCEPCIÓN,CORONEL,3153
4979,4979,4980,8,81,8102,11,1,15,17,14789,8102111015017,62,28,34,11,8,43,0,0,12,24,0,21,24,21,24,0,0,0,0,0,0,0,1,17,3,0,0,1,0,20,0,0,0,0,21,0,0,0,0,18,3,0,21,0,0,0,8,81,8102,8102111015017,-73.15115,-36.99573,CONCEPCIÓN,CORONEL,3231
4980,4980,4981,8,81,8102,11,1,15,39,14789,8102111015039,74,34,40,9,11,54,0,0,11,28,0,27,28,27,28,0,0,0,0,0,0,0,0,14,13,0,0,0,0,27,0,0,0,0,26,0,0,1,0,13,14,0,27,0,0,0,8,81,8102,8102111015039,-73.15038,-37.00025,CONCEPCIÓN,CORONEL,3139
4981,4981,4982,8,81,8102,11,1,15,38,14789,8102111015038,103,52,51,0,19,64,0,0,9,30,0,29,30,29,30,0,0,0,0,0,0,0,0,29,0,0,0,15,0,14,0,0,0,0,29,0,0,0,0,29,0,0,29,0,0,0,8,81,8102,8102111015038,-73.14896999999998,-37.00133,CONCEPCIÓN,CORONEL,4762
4982,4982,4983,8,81,8102,11,1,15,40,14789,8102111015040,15,8,7,0,0,11,0,0,0,4,0,4,4,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,8,81,8102,8102111015040,-73.15153000000002,-37.00011,CONCEPCIÓN,CORONEL,671
4983,4983,4984,8,81,8102,11,1,15,37,14789,8102111015037,29,12,17,0,0,18,4,0,0,15,0,13,15,13,15,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,13,0,0,13,0,0,0,8,81,8102,8102111015037,-73.14915,-37.00174000000001,CONCEPCIÓN,CORONEL,2815
4984,4984,4985,8,81,8102,11,1,15,12,14789,8102111015012,1480,711,769,164,247,1019,50,7,137,491,0,453,491,455,491,0,0,0,0,0,0,60,161,203,27,0,0,53,2,397,0,0,0,0,409,5,26,12,0,384,67,0,449,0,0,1,8,81,8102,8102111015012,-73.15095,-36.99791,CONCEPCIÓN,CORONEL,185629
4985,4985,4986,8,81,8102,8,1,1,3,4285,8102081001003,151,69,82,11,18,104,18,0,21,61,0,53,61,53,57,0,0,1,3,0,0,5,8,34,6,0,0,2,0,51,0,0,0,0,43,0,6,4,0,38,15,0,53,0,0,0,8,81,8102,8102081001003,-73.13678,-37.02732,CONCEPCIÓN,CORONEL,28639
4986,4986,4987,8,81,8102,11,1,9,18,6495,8102111009018,22,11,11,0,6,13,0,0,0,8,0,8,8,8,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,8,0,0,8,0,0,0,8,81,8102,8102111009018,-73.15239,-37.00083,CONCEPCIÓN,CORONEL,920
4987,4987,4988,8,81,8102,11,1,15,15,14789,8102111015015,18,9,9,0,0,11,0,0,0,6,0,5,6,5,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,8,81,8102,8102111015015,-73.15142,-36.9954,CONCEPCIÓN,CORONEL,898
4988,4988,4989,8,81,8102,4,1,3,64,14663,8102041003064,23,11,12,0,0,17,0,0,0,6,0,6,6,6,6,0,0,0,0,0,0,0,1,3,2,0,0,0,0,6,0,0,0,0,6,0,0,0,0,4,2,0,0,6,0,0,8,81,8102,8102041003064,-73.17243,-36.99766,CONCEPCIÓN,CORONEL,1600
4989,4989,4990,8,81,8102,11,1,11,29,6992,8102111011029,29,13,16,0,0,19,0,0,0,10,0,10,10,10,0,10,0,0,0,0,0,9,1,0,0,0,0,1,0,9,0,0,0,0,10,0,0,0,0,10,0,0,10,0,0,0,8,81,8102,8102111011029,-73.15675,-37.00362,CONCEPCIÓN,CORONEL,1023
4990,4990,4991,8,81,8102,11,1,11,30,6992,8102111011030,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,81,8102,8102111011030,-73.15673000000002,-37.00386,CONCEPCIÓN,CORONEL,317
4991,4991,4992,8,81,8102,11,1,12,52,14610,8102111012052,97,44,53,16,0,69,0,0,0,32,0,32,32,33,32,0,0,0,0,0,0,3,29,0,0,0,0,4,3,25,0,0,0,0,32,0,0,0,0,32,0,0,32,0,0,0,8,81,8102,8102111012052,-73.14064,-36.99338,CONCEPCIÓN,CORONEL,4634
4992,4992,4993,8,81,8102,2,1,3,53,11399,8102021003053,38,15,23,0,0,23,10,0,9,14,0,14,14,14,14,0,0,0,0,0,0,1,1,10,2,0,0,0,0,14,0,0,0,0,13,0,0,1,0,12,2,0,14,0,0,0,8,81,8102,8102021003053,-73.13589,-37.02601,CONCEPCIÓN,CORONEL,6274
4993,4993,4994,8,81,8102,1,1,2,33,3459,8102011002033,87,36,51,0,0,55,17,0,8,30,0,28,30,28,30,0,0,0,0,0,0,0,12,11,5,0,0,3,0,25,0,0,0,0,26,0,0,0,0,22,4,0,28,0,0,0,8,81,8102,8102011002033,-73.14341,-37.03486,CONCEPCIÓN,CORONEL,7243
4994,4994,4995,8,81,8102,2,1,2,500,8389,8102021002500,52,22,30,0,0,32,13,0,9,18,0,16,18,16,18,0,0,0,0,0,0,1,1,0,14,0,0,0,0,16,0,0,0,0,14,0,2,0,0,1,15,0,16,0,0,0,8,81,8102,8102021002500,-73.15087,-37.0128,CONCEPCIÓN,CORONEL,4731
4995,4995,4996,8,81,8102,2,1,3,501,11399,8102021003501,23,14,9,0,0,16,0,0,4,12,0,8,12,8,12,0,0,0,0,0,0,5,3,0,0,0,0,3,0,4,1,0,0,0,7,0,1,0,0,6,2,0,8,0,0,0,8,81,8102,8102021003501,-73.14161999999997,-37.02567,CONCEPCIÓN,CORONEL,9930
4996,4996,4997,8,81,8102,2,1,5,500,15685,8102021005500,35,19,16,0,7,24,4,0,8,14,0,12,14,12,12,0,0,0,2,0,0,0,3,8,1,0,0,0,0,12,0,0,0,0,11,0,0,1,0,10,2,0,12,0,0,0,8,81,8102,8102021005500,-73.14744,-37.01948,CONCEPCIÓN,CORONEL,331540
4997,4997,4998,8,81,8102,2,1,5,501,15685,8102021005501,72,36,36,4,8,45,15,0,10,22,0,22,22,22,22,0,0,0,0,0,0,1,12,9,0,0,0,2,0,20,0,0,0,0,22,0,0,0,0,22,0,0,22,0,0,0,8,81,8102,8102021005501,-73.15023000000002,-37.02129,CONCEPCIÓN,CORONEL,13560
