,Unnamed: 0,index,REGION,PROVINCIA,COMUNA,DC,AREA,ZC_LOC,MZ_ENT,ID_ZONA_LOC,ID_MANZENT,PERSONAS,HOMBRES,MUJERES,EDAD_0A5,EDAD_6A14,EDAD_15A64,EDAD_65YMAS,INMIGRANTES,PUEBLO,VIV_PART,VIV_COL,VPOMP,TOTAL_VIV,CANT_HOG,P01_1,P01_2,P01_3,P01_4,P01_5,P01_6,P01_7,P03A_1,P03A_2,P03A_3,P03A_4,P03A_5,P03A_6,P03B_1,P03B_2,P03B_3,P03B_4,P03B_5,P03B_6,P03B_7,P03C_1,P03C_2,P03C_3,P03C_4,P03C_5,MATACEP,MATREC,MATIRREC,P05_1,P05_2,P05_3,P05_4,REGION_15R,PROVINCIA_15R,COMUNA_15R,ID_MANZENT_15R,Coordenada X,Coordenada Y,Provincia Nombre,Comuna Nombre,Area
0,0,1,8,82,8204,1,1,1,1,6559,8204011001001,78,37,41,0,0,47,14,0,6,33,0,29,33,30,31,0,0,2,0,0,0,1,0,24,4,0,0,1,0,27,1,0,0,0,28,0,1,0,0,23,6,0,29,0,0,0,8,82,8204,8204011001001,-73.23163000000002,-38.01058,ARAUCO,CONTULMO,296558
1,1,2,8,82,8204,1,1,1,19,6559,8204011001019,106,47,59,4,10,70,22,0,7,46,1,40,47,40,46,0,0,0,0,0,0,0,1,26,13,0,0,0,0,40,0,0,0,0,37,0,3,0,0,24,16,0,34,2,0,3,8,82,8204,8204011001019,-73.22281,-38.00876,ARAUCO,CONTULMO,352116
2,2,3,8,82,8204,1,1,1,20,6559,8204011001020,79,36,43,4,16,44,15,0,8,30,0,28,30,28,26,0,0,1,3,0,0,0,0,25,3,0,0,1,0,27,0,0,0,0,28,0,0,0,0,25,3,0,12,1,0,15,8,82,8204,8204011001020,-73.21495999999998,-38.0067,ARAUCO,CONTULMO,74208
3,3,4,8,82,8204,1,1,1,23,6559,8204011001023,120,56,64,7,16,81,16,0,16,48,0,45,48,45,47,0,0,0,1,0,0,0,0,38,6,0,1,1,0,43,1,0,0,0,42,0,3,0,0,34,10,1,36,0,0,9,8,82,8204,8204011001023,-73.21544,-38.00886,ARAUCO,CONTULMO,158642
4,4,5,8,82,8204,1,1,1,18,6559,8204011001018,145,79,66,8,14,108,15,0,23,60,1,50,61,50,60,0,0,0,0,0,0,0,0,46,4,0,0,3,0,46,1,0,0,0,50,0,0,0,0,45,5,0,48,0,0,2,8,82,8204,8204011001018,-73.22634000000002,-38.0112,ARAUCO,CONTULMO,284332
5,5,6,8,82,8204,1,1,1,21,6559,8204011001021,26,9,17,0,0,17,4,0,6,10,0,9,10,9,10,0,0,0,0,0,0,0,0,3,6,0,0,0,0,6,0,0,3,0,9,0,0,0,0,1,5,3,9,0,0,0,8,82,8204,8204011001021,-73.21469,-38.00722,ARAUCO,CONTULMO,12528
6,6,7,8,82,8204,1,1,1,22,6559,8204011001022,33,15,18,0,0,20,0,0,0,19,0,12,19,12,19,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,12,0,0,11,0,0,1,8,82,8204,8204011001022,-73.21661,-38.00802,ARAUCO,CONTULMO,21988
7,7,8,8,82,8204,1,1,1,24,6559,8204011001024,17,8,9,0,0,15,0,0,5,16,0,9,16,9,16,0,0,0,0,0,0,0,0,4,5,0,0,1,0,8,0,0,0,0,9,0,0,0,0,4,5,0,9,0,0,0,8,82,8204,8204011001024,-73.22026,-38.01286,ARAUCO,CONTULMO,64743
8,8,9,8,82,8204,1,1,1,2,6559,8204011001002,51,21,30,0,0,27,16,0,0,12,1,12,13,12,12,0,0,0,0,0,0,0,1,11,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,12,0,0,12,0,0,0,8,82,8204,8204011001002,-73.2284,-38.01202,ARAUCO,CONTULMO,10186
9,9,10,8,82,8204,1,1,1,3,6559,8204011001003,43,22,21,4,5,26,8,0,0,22,0,17,22,17,21,0,0,0,0,0,1,0,0,11,6,0,0,3,0,14,0,0,0,0,17,0,0,0,0,11,6,0,17,0,0,0,8,82,8204,8204011001003,-73.22844,-38.01306,ARAUCO,CONTULMO,10829
10,10,11,8,82,8204,1,1,1,25,6559,8204011001025,29,12,17,0,0,17,7,0,5,13,0,9,13,9,13,0,0,0,0,0,0,0,0,8,1,0,0,1,0,8,0,0,0,0,9,0,0,0,0,8,1,0,8,0,0,1,8,82,8204,8204011001025,-73.22384,-38.01536,ARAUCO,CONTULMO,140791
11,11,12,8,82,8204,1,1,1,7,6559,8204011001007,153,69,84,12,19,88,34,0,27,65,0,51,65,53,65,0,0,0,0,0,0,0,0,43,7,0,0,0,0,51,0,0,0,0,50,0,0,1,0,42,8,0,51,0,0,0,8,82,8204,8204011001007,-73.23149000000002,-38.01406,ARAUCO,CONTULMO,23524
12,12,13,8,82,8204,1,1,1,6,6559,8204011001006,36,17,19,0,0,26,5,0,0,22,0,14,22,14,22,0,0,0,0,0,0,0,0,13,1,0,0,1,0,13,0,0,0,0,14,0,0,0,0,13,1,0,14,0,0,0,8,82,8204,8204011001006,-73.22968,-38.01409,ARAUCO,CONTULMO,11241
13,13,14,8,82,8204,1,1,1,5,6559,8204011001005,48,26,22,7,5,27,9,0,15,15,1,15,16,15,15,0,0,0,0,0,0,0,1,11,3,0,0,4,0,11,0,0,0,0,14,0,1,0,0,11,4,0,15,0,0,0,8,82,8204,8204011001005,-73.22849000000002,-38.01413,ARAUCO,CONTULMO,11083
14,14,15,8,82,8204,1,1,1,4,6559,8204011001004,52,22,30,0,0,37,7,0,9,22,0,20,22,20,22,0,0,0,0,0,0,0,0,16,4,0,0,0,0,20,0,0,0,0,19,1,0,0,0,15,5,0,19,0,0,0,8,82,8204,8204011001004,-73.2272,-38.01417,ARAUCO,CONTULMO,13578
15,15,16,8,82,8204,1,1,1,9,6559,8204011001009,75,38,37,5,13,47,10,0,5,23,0,22,23,23,22,0,0,0,1,0,0,0,0,21,1,0,0,0,0,22,0,0,0,0,22,0,0,0,0,21,1,0,21,0,0,0,8,82,8204,8204011001009,-73.23196999999998,-38.01539,ARAUCO,CONTULMO,29166
16,16,17,8,82,8204,1,1,1,11,6559,8204011001011,22,10,12,0,0,13,6,0,0,13,1,8,14,8,13,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,8,0,0,8,0,0,0,8,82,8204,8204011001011,-73.23059,-38.01506,ARAUCO,CONTULMO,6878
17,17,18,8,82,8204,1,1,1,12,6559,8204011001012,19,12,7,0,0,14,0,0,0,8,0,6,8,6,7,0,0,0,0,0,1,0,0,6,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,6,0,0,6,0,0,0,8,82,8204,8204011001012,-73.22963,-38.01509,ARAUCO,CONTULMO,7514
18,18,19,8,82,8204,1,1,1,16,6559,8204011001016,23,15,8,0,0,17,4,0,0,16,0,10,16,11,16,0,0,0,0,0,0,0,0,6,3,0,1,0,0,10,0,0,0,0,10,0,0,0,0,6,3,1,10,0,0,0,8,82,8204,8204011001016,-73.22726,-38.01516,ARAUCO,CONTULMO,11137
19,19,20,8,82,8204,1,1,1,10,6559,8204011001010,28,10,18,0,0,23,0,0,0,12,0,9,12,12,12,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,9,0,0,9,0,0,0,8,82,8204,8204011001010,-73.23063,-38.016,ARAUCO,CONTULMO,7422
20,20,21,8,82,8204,1,1,1,13,6559,8204011001013,25,14,11,0,0,16,6,0,4,11,0,10,11,10,11,0,0,0,0,0,0,0,0,9,1,0,0,1,0,8,1,0,0,0,10,0,0,0,0,8,2,0,9,0,0,1,8,82,8204,8204011001013,-73.22968,-38.01603,ARAUCO,CONTULMO,8077
21,21,22,8,82,8204,1,1,1,46,6559,8204011001046,188,90,98,11,25,114,38,0,25,93,0,77,93,77,93,0,0,0,0,0,0,2,0,67,8,0,0,3,0,72,2,0,0,0,76,0,1,0,0,66,11,0,72,0,1,4,8,82,8204,8204011001046,-73.23470999999998,-38.02131,ARAUCO,CONTULMO,374694
22,22,23,8,82,8204,1,1,1,28,6559,8204011001028,35,19,16,0,0,30,0,0,4,25,0,18,25,18,25,0,0,0,0,0,0,0,0,11,7,0,0,2,0,16,0,0,0,0,18,0,0,0,0,11,7,0,18,0,0,0,8,82,8204,8204011001028,-73.23068,-38.01692,ARAUCO,CONTULMO,6654
23,23,24,8,82,8204,1,1,1,26,6559,8204011001026,37,16,21,0,0,22,10,0,0,19,0,15,19,15,19,0,0,0,0,0,0,0,0,15,0,0,0,1,0,14,0,0,0,0,15,0,0,0,0,15,0,0,15,0,0,0,8,82,8204,8204011001026,-73.22843,-38.01699,ARAUCO,CONTULMO,13826
24,24,25,8,82,8204,1,1,1,29,6559,8204011001029,12,5,7,0,0,9,0,0,0,5,0,5,5,5,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,2,0,0,3,8,82,8204,8204011001029,-73.23054,-38.01837,ARAUCO,CONTULMO,37378
25,25,26,8,82,8204,1,1,1,30,6559,8204011001030,15,6,9,0,0,12,0,0,5,5,0,5,5,5,4,0,0,0,1,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,5,8,82,8204,8204011001030,-73.22929,-38.01893,ARAUCO,CONTULMO,1014
26,26,27,8,82,8204,1,1,1,33,6559,8204011001033,281,122,159,30,50,189,12,0,67,88,0,85,88,86,87,0,0,0,1,0,0,0,0,79,6,0,0,0,0,85,0,0,0,0,63,2,19,1,0,57,28,0,83,0,0,1,8,82,8204,8204011001033,-73.22945,-38.02698,ARAUCO,CONTULMO,89015
27,27,28,8,82,8204,1,1,1,35,6559,8204011001035,102,53,49,11,15,70,6,0,32,45,0,38,45,38,45,0,0,0,0,0,0,0,0,36,1,0,0,1,0,37,0,0,0,0,37,1,0,0,0,35,2,0,37,0,0,0,8,82,8204,8204011001035,-73.23267,-38.02479,ARAUCO,CONTULMO,15140
28,28,29,8,82,8204,1,1,1,36,6559,8204011001036,69,31,38,7,7,43,12,0,20,31,0,27,31,28,30,0,0,0,1,0,0,0,0,27,0,0,0,0,0,27,0,0,0,0,22,0,5,0,0,22,5,0,27,0,0,0,8,82,8204,8204011001036,-73.23389,-38.02557,ARAUCO,CONTULMO,13154
29,29,30,8,82,8204,1,1,1,34,6559,8204011001034,177,82,95,20,26,116,15,0,33,66,0,60,66,61,60,0,1,0,5,0,0,0,0,40,19,0,0,0,0,59,0,0,0,0,49,2,7,1,0,30,29,0,50,0,0,9,8,82,8204,8204011001034,-73.23201,-38.02617,ARAUCO,CONTULMO,16788
30,30,31,8,82,8204,1,1,1,45,6559,8204011001045,161,80,81,11,26,109,15,0,51,59,0,48,59,49,58,0,0,0,1,0,0,0,0,42,6,0,0,0,0,48,0,0,0,0,43,0,5,0,0,37,11,0,43,0,0,5,8,82,8204,8204011001045,-73.23295999999998,-38.02848,ARAUCO,CONTULMO,160703
31,31,32,8,82,8204,1,1,1,37,6559,8204011001037,44,25,19,0,9,27,0,0,14,11,0,11,11,11,11,0,0,0,0,0,0,0,0,4,7,0,0,0,0,11,0,0,0,0,11,0,0,0,0,4,7,0,11,0,0,0,8,82,8204,8204011001037,-73.23314,-38.02604,ARAUCO,CONTULMO,2761
32,32,33,8,82,8204,1,1,1,38,6559,8204011001038,33,13,20,4,6,17,6,0,13,10,0,8,10,8,9,0,0,0,1,0,0,0,0,6,2,0,0,0,0,8,0,0,0,0,8,0,0,0,0,6,2,0,8,0,0,0,8,82,8204,8204011001038,-73.23369,-38.02625,ARAUCO,CONTULMO,2426
33,33,34,8,82,8204,1,1,1,39,6559,8204011001039,48,27,21,8,5,30,5,0,18,10,0,10,10,13,10,0,0,0,0,0,0,1,0,8,1,0,0,0,0,10,0,0,0,0,10,0,0,0,0,9,1,0,10,0,0,0,8,82,8204,8204011001039,-73.2342,-38.02645,ARAUCO,CONTULMO,2597
34,34,35,8,82,8204,1,1,1,42,6559,8204011001042,38,21,17,0,0,27,5,0,18,12,0,11,12,11,12,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0,10,0,0,1,8,82,8204,8204011001042,-73.23289,-38.02653,ARAUCO,CONTULMO,2733
35,35,36,8,82,8204,1,1,1,41,6559,8204011001041,29,14,15,0,0,21,4,0,12,9,0,8,9,8,9,0,0,0,0,0,0,0,0,3,5,0,0,0,0,8,0,0,0,0,8,0,0,0,0,3,5,0,8,0,0,0,8,82,8204,8204011001041,-73.23345,-38.02674,ARAUCO,CONTULMO,2322
36,36,37,8,82,8204,1,1,1,40,6559,8204011001040,31,16,15,4,5,16,6,0,18,12,0,10,12,10,12,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0,10,0,0,0,8,82,8204,8204011001040,-73.23394,-38.02693,ARAUCO,CONTULMO,2349
37,37,38,8,82,8204,1,1,1,43,6559,8204011001043,59,26,33,0,12,40,0,0,17,21,0,17,21,17,20,0,0,0,1,0,0,0,0,16,1,0,0,0,0,17,0,0,0,0,16,0,1,0,0,15,2,0,17,0,0,0,8,82,8204,8204011001043,-73.23252,-38.0273,ARAUCO,CONTULMO,15093
38,38,39,8,82,8204,1,1,1,32,6559,8204011001032,142,71,71,11,26,100,5,0,18,50,1,44,51,44,50,0,0,0,0,0,0,0,0,32,12,0,0,3,0,40,1,0,0,0,40,0,4,0,0,27,17,0,43,0,0,1,8,82,8204,8204011001032,-73.23178,-38.02224,ARAUCO,CONTULMO,71869
39,39,40,8,82,8204,1,1,1,31,6559,8204011001031,263,121,142,23,36,181,23,0,38,88,0,82,88,84,85,0,0,0,3,0,0,0,0,66,15,0,1,1,0,81,0,0,0,0,81,0,1,0,0,65,16,1,45,0,1,36,8,82,8204,8204011001031,-73.22792,-38.01871,ARAUCO,CONTULMO,99276
40,40,41,8,82,8204,1,1,1,47,6559,8204011001047,22,14,8,0,4,12,0,0,7,15,0,9,15,9,15,0,0,0,0,0,0,0,0,8,1,0,0,0,0,9,0,0,0,0,8,0,1,0,0,7,2,0,9,0,0,0,8,82,8204,8204011001047,-73.23481,-38.01417,ARAUCO,CONTULMO,115185
41,41,42,8,82,8204,1,1,1,8,6559,8204011001008,50,25,25,9,5,28,8,0,6,20,0,15,20,16,20,0,0,0,0,0,0,0,0,12,3,0,0,0,0,15,0,0,0,0,15,0,0,0,0,12,3,0,15,0,0,0,8,82,8204,8204011001008,-73.2332,-38.01392,ARAUCO,CONTULMO,8209
42,42,43,8,82,8204,1,1,1,901,6559,8204011001901,17,8,9,0,0,12,0,0,4,12,0,8,12,8,12,0,0,0,0,0,0,0,0,6,2,0,0,0,0,8,0,0,0,0,8,0,0,0,0,6,2,0,8,0,0,0,8,82,8204,8204011001901,-73.22832,-38.016,ARAUCO,CONTULMO,27692
43,43,44,8,82,8207,3,1,1,8,2897,8207031001008,41,19,22,0,10,27,0,0,24,16,0,13,16,13,16,0,0,0,0,0,0,0,0,13,0,0,0,1,0,12,0,0,0,0,8,5,0,0,0,8,5,0,13,0,0,0,8,82,8207,8207031001008,-73.49069,-38.3379,ARAUCO,TIRÚA,4479
44,44,45,8,82,8207,3,1,1,9,2897,8207031001009,36,19,17,0,8,23,0,0,24,14,0,11,14,11,14,0,0,0,0,0,0,0,2,8,1,0,0,0,0,11,0,0,0,0,11,0,0,0,0,10,1,0,11,0,0,0,8,82,8207,8207031001009,-73.49006,-38.33785,ARAUCO,TIRÚA,3672
45,45,46,8,82,8207,3,1,1,3,2897,8207031001003,35,16,19,4,7,24,0,0,34,11,0,10,11,10,11,0,0,0,0,0,0,1,0,9,0,0,0,0,0,10,0,0,0,0,9,0,0,0,0,9,0,0,10,0,0,0,8,82,8207,8207031001003,-73.49264000000002,-38.33824,ARAUCO,TIRÚA,8620
46,46,47,8,82,8207,3,1,1,7,2897,8207031001007,44,22,22,0,10,29,0,0,41,15,0,14,15,14,15,0,0,0,0,0,0,0,1,10,3,0,0,0,0,13,1,0,0,0,10,1,3,0,0,7,7,0,14,0,0,0,8,82,8207,8207031001007,-73.49119,-38.33824,ARAUCO,TIRÚA,4708
47,47,48,8,82,8207,3,1,1,11,2897,8207031001011,49,20,29,11,5,29,4,0,46,18,0,15,18,17,18,0,0,0,0,0,0,0,0,14,1,0,0,0,0,15,0,0,0,0,15,0,0,0,0,14,1,0,15,0,0,0,8,82,8207,8207031001011,-73.48914,-38.33849,ARAUCO,TIRÚA,5970
48,48,49,8,82,8207,3,1,1,6,2897,8207031001006,32,19,13,0,5,22,0,0,13,10,0,9,10,9,10,0,0,0,0,0,0,0,1,6,2,0,0,0,0,9,0,0,0,0,8,0,0,1,0,6,3,0,9,0,0,0,8,82,8207,8207031001006,-73.49179000000002,-38.33855,ARAUCO,TIRÚA,4095
49,49,50,8,82,8207,3,1,1,10,2897,8207031001010,18,6,12,0,0,13,0,0,14,10,0,7,10,7,10,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,7,0,0,7,0,0,0,8,82,8207,8207031001010,-73.48836999999997,-38.33847,ARAUCO,TIRÚA,2849
50,50,51,8,82,8207,3,1,1,12,2897,8207031001012,55,22,33,0,9,37,0,0,41,18,0,16,18,16,18,0,0,0,0,0,0,0,0,15,1,0,0,0,0,16,0,0,0,0,16,0,0,0,0,15,1,0,16,0,0,0,8,82,8207,8207031001012,-73.48975,-38.33872,ARAUCO,TIRÚA,5813
51,51,52,8,82,8207,3,1,1,13,2897,8207031001013,51,20,31,0,8,39,0,0,48,22,0,20,22,20,22,0,0,0,0,0,0,0,0,16,4,0,0,1,0,19,0,0,0,0,18,0,2,0,0,14,6,0,20,0,0,0,8,82,8207,8207031001013,-73.49036,-38.33895,ARAUCO,TIRÚA,5813
52,52,53,8,82,8207,3,1,1,5,2897,8207031001005,28,11,17,0,0,22,0,0,27,10,0,10,10,10,10,0,0,0,0,0,0,0,0,10,0,0,0,4,0,6,0,0,0,0,9,1,0,0,0,9,1,0,10,0,0,0,8,82,8207,8207031001005,-73.49244,-38.33889,ARAUCO,TIRÚA,3741
53,53,54,8,82,8207,3,1,1,4,2897,8207031001004,12,6,6,0,0,6,4,0,10,6,0,6,6,6,6,0,0,0,0,0,0,0,0,5,1,0,0,1,0,5,0,0,0,0,4,0,1,1,0,3,3,0,6,0,0,0,8,82,8207,8207031001004,-73.49337,-38.33919,ARAUCO,TIRÚA,6999
54,54,55,8,82,8207,3,1,1,14,2897,8207031001014,70,31,39,7,10,47,6,0,51,25,0,23,25,23,25,0,0,0,0,0,0,0,0,21,2,0,0,0,0,23,0,0,0,0,17,1,5,0,0,16,7,0,23,0,0,0,8,82,8207,8207031001014,-73.49153000000003,-38.33912,ARAUCO,TIRÚA,7204
55,55,56,8,82,8207,3,1,1,33,2897,8207031001033,10,0,0,0,0,6,0,0,4,6,0,4,6,4,6,0,0,0,0,0,0,0,0,3,1,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,1,0,4,0,0,0,8,82,8207,8207031001033,-73.48812,-38.33883,ARAUCO,TIRÚA,1624
56,56,57,8,82,8207,3,1,1,35,2897,8207031001035,19,8,11,0,0,11,0,0,12,10,0,7,10,7,9,0,0,0,1,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,7,0,0,7,0,0,0,8,82,8207,8207031001035,-73.48724,-38.33896,ARAUCO,TIRÚA,2864
57,57,58,8,82,8207,3,1,1,32,2897,8207031001032,10,0,0,0,0,7,0,0,0,5,0,4,5,4,4,0,0,1,0,0,0,0,0,2,2,0,0,0,0,4,0,0,0,0,4,0,0,0,0,2,2,0,4,0,0,0,8,82,8207,8207031001032,-73.48874,-38.33908,ARAUCO,TIRÚA,1755
58,58,59,8,82,8207,3,1,1,34,2897,8207031001034,12,6,6,0,0,10,0,0,7,8,0,4,8,4,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,8,82,8207,8207031001034,-73.48785,-38.3392,ARAUCO,TIRÚA,2875
59,59,60,8,82,8207,3,1,1,37,2897,8207031001037,30,16,14,0,6,19,0,0,17,12,0,10,12,10,12,0,0,0,0,0,0,0,0,3,7,0,0,0,0,9,0,0,1,0,6,0,3,1,0,1,8,1,10,0,0,0,8,82,8207,8207031001037,-73.48631,-38.33922000000001,ARAUCO,TIRÚA,2721
60,60,61,8,82,8207,3,1,1,15,2897,8207031001015,71,37,34,7,11,45,8,0,45,24,0,23,24,25,23,0,0,0,0,0,1,0,0,21,2,0,0,0,0,23,0,0,0,0,23,0,0,0,0,21,2,0,22,0,0,0,8,82,8207,8207031001015,-73.49123,-38.3396,ARAUCO,TIRÚA,7074
61,61,62,8,82,8207,3,1,1,29,2897,8207031001029,27,12,15,0,4,20,0,0,18,14,0,13,14,13,14,0,0,0,0,0,0,0,0,11,2,0,0,0,0,13,0,0,0,0,13,0,0,0,0,11,2,0,13,0,0,0,8,82,8207,8207031001029,-73.48966999999998,-38.33945,ARAUCO,TIRÚA,3455
62,62,63,8,82,8207,3,1,1,38,2897,8207031001038,40,22,18,0,4,31,0,0,7,21,0,18,21,18,16,0,0,0,5,0,0,0,0,18,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,18,0,0,18,0,0,0,8,82,8207,8207031001038,-73.48671999999998,-38.33965,ARAUCO,TIRÚA,6008
63,63,64,8,82,8207,3,1,1,31,2897,8207031001031,30,14,16,0,0,23,0,0,19,10,0,10,10,10,10,0,0,0,0,0,0,0,0,9,1,0,0,0,0,10,0,0,0,0,10,0,0,0,0,9,1,0,10,0,0,0,8,82,8207,8207031001031,-73.48846999999998,-38.33945,ARAUCO,TIRÚA,2938
64,64,65,8,82,8207,3,1,1,17,2897,8207031001017,29,13,16,0,0,21,0,0,28,11,0,9,11,10,11,0,0,0,0,0,0,0,0,7,2,0,0,1,0,7,1,0,0,0,9,0,0,0,0,6,3,0,9,0,0,0,8,82,8207,8207031001017,-73.49258,-38.33954,ARAUCO,TIRÚA,3088
65,65,66,8,82,8207,3,1,1,30,2897,8207031001030,40,19,21,0,0,33,0,0,13,20,0,19,20,19,20,0,0,0,0,0,0,0,0,4,15,0,0,1,0,18,0,0,0,0,18,1,0,0,0,3,16,0,19,0,0,0,8,82,8207,8207031001030,-73.4894,-38.33982,ARAUCO,TIRÚA,6385
66,66,67,8,82,8207,3,1,1,39,2897,8207031001039,40,17,23,0,10,24,0,0,20,20,0,14,20,14,20,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,14,0,0,14,0,0,0,8,82,8207,8207031001039,-73.48731,-38.3399,ARAUCO,TIRÚA,6301
67,67,68,8,82,8207,3,1,1,18,2897,8207031001018,48,23,25,0,8,35,0,0,16,18,0,14,18,14,18,0,0,0,0,0,0,0,0,13,1,0,0,0,0,14,0,0,0,0,14,0,0,0,0,13,1,0,13,0,0,0,8,82,8207,8207031001018,-73.49339,-38.33983,ARAUCO,TIRÚA,4631
68,68,69,8,82,8207,3,1,1,28,2897,8207031001028,26,14,12,0,0,19,0,0,7,11,0,9,11,9,11,0,0,0,0,0,0,0,0,8,1,0,0,0,0,9,0,0,0,0,9,0,0,0,0,8,1,0,9,0,0,0,8,82,8207,8207031001028,-73.49084,-38.34023,ARAUCO,TIRÚA,12464
69,69,70,8,82,8207,3,1,1,40,2897,8207031001040,50,26,24,7,9,27,7,0,20,21,0,17,21,17,21,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,15,0,1,0,0,15,1,0,16,0,0,0,8,82,8207,8207031001040,-73.48793,-38.34016,ARAUCO,TIRÚA,6121
70,70,71,8,82,8207,3,1,1,16,2897,8207031001016,31,11,20,0,7,21,0,0,28,16,0,13,16,13,15,0,0,1,0,0,0,0,0,8,5,0,0,2,0,11,0,0,0,0,13,0,0,0,0,8,5,0,13,0,0,0,8,82,8207,8207031001016,-73.49228000000002,-38.34,ARAUCO,TIRÚA,3076
71,71,72,8,82,8207,3,1,1,19,2897,8207031001019,11,0,0,0,0,11,0,0,0,4,0,4,4,4,4,0,0,0,0,0,0,0,0,3,1,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,1,0,4,0,0,0,8,82,8207,8207031001019,-73.49415,-38.34011,ARAUCO,TIRÚA,2382
72,72,73,8,82,8207,3,1,1,41,2897,8207031001041,38,21,17,0,6,29,0,0,21,16,0,14,16,14,16,0,0,0,0,0,0,0,0,13,1,0,0,0,0,14,0,0,0,0,11,0,1,2,0,10,4,0,14,0,0,0,8,82,8207,8207031001041,-73.48855,-38.34042,ARAUCO,TIRÚA,6445
73,73,74,8,82,8207,3,1,1,20,2897,8207031001020,53,28,25,8,0,37,0,0,18,14,0,14,14,14,14,0,0,0,0,0,0,0,4,2,7,0,1,0,0,14,0,0,0,0,13,0,1,0,0,6,7,1,14,0,0,0,8,82,8207,8207031001020,-73.49368,-38.34053,ARAUCO,TIRÚA,12099
74,74,75,8,82,8207,3,1,1,42,2897,8207031001042,27,13,14,0,4,19,0,0,10,11,0,10,11,10,11,0,0,0,0,0,0,0,0,9,1,0,0,0,0,10,0,0,0,0,10,0,0,0,0,9,1,0,10,0,0,0,8,82,8207,8207031001042,-73.49022,-38.34111,ARAUCO,TIRÚA,29992
75,75,76,8,82,8207,3,1,1,27,2897,8207031001027,52,21,31,0,0,35,7,0,23,19,0,15,19,15,18,0,0,0,1,0,0,1,0,14,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,15,0,0,15,0,0,0,8,82,8207,8207031001027,-73.49186,-38.34065,ARAUCO,TIRÚA,5032
76,76,77,8,82,8207,3,1,1,26,2897,8207031001026,55,32,23,4,5,41,5,0,33,26,0,21,26,21,26,0,0,0,0,0,0,2,2,17,0,0,0,2,0,18,0,0,0,0,19,0,0,2,0,18,2,0,21,0,0,0,8,82,8207,8207031001026,-73.49283,-38.34086,ARAUCO,TIRÚA,6130
77,77,78,8,82,8207,3,1,1,59,2897,8207031001059,55,26,29,5,5,40,5,0,19,23,0,20,23,20,22,0,0,0,1,0,0,0,1,16,2,0,1,0,0,20,0,0,0,0,20,0,0,0,0,17,2,1,20,0,0,0,8,82,8207,8207031001059,-73.48779,-38.34143,ARAUCO,TIRÚA,8335
78,78,79,8,82,8207,3,1,1,23,2897,8207031001023,30,17,13,0,4,23,0,0,11,15,1,11,16,11,15,0,0,0,0,0,0,0,0,9,1,0,1,1,0,10,0,0,0,0,10,0,1,0,0,9,1,1,11,0,0,0,8,82,8207,8207031001023,-73.4939,-38.3413,ARAUCO,TIRÚA,5762
79,79,80,8,82,8207,3,1,1,25,2897,8207031001025,42,19,23,5,5,25,7,0,15,18,0,17,18,17,18,0,0,0,0,0,0,0,0,11,6,0,0,0,0,17,0,0,0,0,13,0,3,0,0,9,7,0,16,0,0,0,8,82,8207,8207031001025,-73.49247,-38.34139,ARAUCO,TIRÚA,6252
80,80,81,8,82,8207,3,1,1,58,2897,8207031001058,39,16,23,5,7,27,0,0,16,12,0,10,12,10,12,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0,10,0,0,0,8,82,8207,8207031001058,-73.48832,-38.34165,ARAUCO,TIRÚA,4598
81,81,82,8,82,8207,3,1,1,22,2897,8207031001022,31,18,13,0,0,25,0,0,18,15,0,11,15,11,15,0,0,0,0,0,0,0,0,5,6,0,0,1,0,10,0,0,0,0,9,0,0,0,0,4,5,0,11,0,0,0,8,82,8207,8207031001022,-73.49450999999998,-38.34191,ARAUCO,TIRÚA,6885
