,Unnamed: 0,Unnamed: 0.1,index,REGION,PROVINCIA,COMUNA,DC,AREA,ZC_LOC,MZ_ENT,ID_ZONA_LOC,ID_MANZENT,PERSONAS,HOMBRES,MUJERES,EDAD_0A5,EDAD_6A14,EDAD_15A64,EDAD_65YMAS,INMIGRANTES,PUEBLO,VIV_PART,VIV_COL,VPOMP,TOTAL_VIV,CANT_HOG,P01_1,P01_2,P01_3,P01_4,P01_5,P01_6,P01_7,P03A_1,P03A_2,P03A_3,P03A_4,P03A_5,P03A_6,P03B_1,P03B_2,P03B_3,P03B_4,P03B_5,P03B_6,P03B_7,P03C_1,P03C_2,P03C_3,P03C_4,P03C_5,MATACEP,MATREC,MATIRREC,P05_1,P05_2,P05_3,P05_4,REGION_15R,PROVINCIA_15R,COMUNA_15R,ID_MANZENT_15R,Coordenada X,Coordenada Y,Provincia Nombre,Comuna Nombre,Area,Factor_Riesgo_Manzana
14374,14374,14374,14375,8,83,8301,17,1,2,7,969,8301171002007,86,44,42,12,11,58,5,0,13,25,0,23,25,24,23,0,0,2,0,0,0,0,3,16,4,0,0,0,0,22,1,0,0,0,19,2,1,1,0,16,7,0,21,0,1,0,8,83,8301,8301171002007,-72.34106,-37.48269000000001,BIOBÍO,LOS ÁNGELES,4507,3.4038162857776797
14375,14375,14375,14376,8,83,8301,17,1,2,23,969,8301171002023,120,62,58,11,22,81,6,0,0,32,0,26,32,27,32,0,0,0,0,0,0,4,1,18,3,0,0,5,0,21,0,0,0,0,9,2,13,2,0,8,18,0,25,0,0,0,8,83,8301,8301171002023,-72.33898,-37.482820000000004,BIOBÍO,LOS ÁNGELES,5912,3.4040595399188094
14376,14376,14376,14377,8,83,8301,3,1,6,24,13625,8301031006024,187,90,97,12,26,135,14,0,19,122,0,76,122,78,27,95,0,0,0,0,0,44,12,19,0,0,0,4,47,24,0,0,0,0,76,0,0,0,0,75,0,0,75,0,0,0,8,83,8301,8301031006024,-72.35275,-37.48315,BIOBÍO,LOS ÁNGELES,18133,5.2020625379143
14377,14377,14377,14378,8,83,8301,17,1,5,41,6302,8301171005041,106,52,54,8,19,73,6,0,0,30,0,30,30,30,30,0,0,0,0,0,0,1,29,0,0,0,0,0,0,30,0,0,0,0,29,0,1,0,0,29,1,0,30,0,0,0,8,83,8301,8301171005041,-72.33105,-37.48268,BIOBÍO,LOS ÁNGELES,4165,2.805090036014406
14378,14378,14378,14379,8,83,8301,17,1,5,40,6302,8301171005040,94,41,53,14,16,60,4,0,0,30,0,30,30,30,30,0,0,0,0,0,0,1,29,0,0,0,0,0,0,30,0,0,0,0,29,0,1,0,0,29,1,0,30,0,0,0,8,83,8301,8301171005040,-72.3315,-37.48274,BIOBÍO,LOS ÁNGELES,4238,3.604436054742804
14379,14379,14379,14380,8,83,8301,17,1,2,22,969,8301171002022,84,47,37,6,0,65,0,0,5,32,0,29,32,29,32,0,0,0,0,0,0,1,2,24,1,0,0,1,0,26,1,0,0,0,21,2,4,1,0,21,7,0,29,0,0,0,8,83,8301,8301171002022,-72.33945,-37.48299,BIOBÍO,LOS ÁNGELES,5599,1.2030005358099662
14380,14380,14380,14381,8,83,8301,17,1,5,39,6302,8301171005039,193,87,106,20,34,127,12,0,12,56,0,56,56,56,56,0,0,0,0,0,0,10,20,19,7,0,0,1,0,55,0,0,0,0,55,1,0,0,0,48,8,0,56,0,0,0,8,83,8301,8301171005039,-72.33211,-37.48269000000001,BIOBÍO,LOS ÁNGELES,5778,6.4066805122879895
14381,14381,14381,14382,8,83,8301,17,1,2,8,969,8301171002008,87,41,46,10,12,53,12,0,8,28,0,24,28,24,27,0,0,0,1,0,0,2,1,11,10,0,0,1,0,23,0,0,0,0,11,2,10,0,0,10,13,0,24,0,0,0,8,83,8301,8301171002008,-72.34193,-37.482929999999996,BIOBÍO,LOS ÁNGELES,4488,4.503877005347594
14382,14382,14382,14383,8,83,8301,17,1,5,36,6302,8301171005036,119,50,69,16,0,90,0,0,0,40,0,35,40,35,40,0,0,0,0,0,0,1,0,32,2,0,0,1,0,34,0,0,0,0,33,1,1,0,0,31,4,0,35,0,0,0,8,83,8301,8301171005036,-72.33308000000002,-37.48278,BIOBÍO,LOS ÁNGELES,3111,3.207650273224044
14383,14383,14383,14384,8,83,8301,17,1,2,21,969,8301171002021,114,56,58,11,14,76,13,0,0,35,0,31,35,31,32,0,0,0,1,0,2,4,9,12,3,1,0,5,0,24,0,0,0,0,24,2,1,1,0,21,7,0,28,0,0,0,8,83,8301,8301171002021,-72.33991,-37.48315,BIOBÍO,LOS ÁNGELES,6149,4.90370791998699
14384,14384,14384,14385,8,83,8301,3,1,6,22,13625,8301031006022,48,21,27,4,4,28,12,0,0,15,0,15,15,15,15,0,0,0,0,0,0,11,3,0,0,0,0,0,0,14,0,0,0,0,13,1,0,0,0,13,1,0,15,0,0,0,8,83,8301,8301031006022,-72.35545,-37.48324,BIOBÍO,LOS ÁNGELES,3303,3.2029064486830157
14385,14385,14385,14386,8,83,8301,17,1,2,18,969,8301171002018,127,66,61,17,13,84,13,0,17,34,0,34,34,35,33,0,0,0,1,0,0,0,8,20,6,0,0,1,0,29,0,0,2,2,31,0,1,2,0,25,5,4,34,0,0,0,8,83,8301,8301171002018,-72.34109000000002,-37.48333,BIOBÍO,LOS ÁNGELES,7194,6.303530720044482
14386,14386,14386,14387,8,83,8301,17,1,2,9,969,8301171002009,66,25,41,8,11,40,7,0,0,18,0,16,18,22,18,0,0,0,0,0,0,0,6,7,3,0,0,1,0,15,0,0,0,0,12,0,0,3,1,11,4,1,16,0,0,0,8,83,8301,8301171002009,-72.3423,-37.48321,BIOBÍO,LOS ÁNGELES,4493,3.0029379034052974
14387,14387,14387,14388,8,83,8301,17,1,5,38,6302,8301171005038,91,45,46,4,12,59,16,0,6,32,0,31,32,31,32,0,0,0,0,0,0,0,3,25,3,0,0,0,0,31,0,0,0,0,22,7,2,0,0,20,11,0,31,0,0,0,8,83,8301,8301171005038,-72.33228000000003,-37.48298,BIOBÍO,LOS ÁNGELES,2778,4.006551475881929
14388,14388,14388,14389,8,83,8301,17,1,5,37,6302,8301171005037,100,49,51,6,11,71,12,0,9,37,0,35,37,35,36,0,0,0,0,0,1,0,1,30,4,0,0,0,0,35,0,0,0,0,33,0,1,1,0,30,5,0,35,0,0,0,8,83,8301,8301171005037,-72.33263000000002,-37.483,BIOBÍO,LOS ÁNGELES,2773,3.6072124053371803
14389,14389,14389,14390,8,83,8301,3,1,6,21,13625,8301031006021,50,23,27,0,0,32,11,0,0,21,0,17,21,17,21,0,0,0,0,0,0,0,7,10,0,0,0,6,0,10,0,0,1,0,15,1,1,0,0,14,2,1,17,0,0,0,8,83,8301,8301031006021,-72.35625,-37.48337,BIOBÍO,LOS ÁNGELES,3737,2.302675943270003
